elemento1;elemento2;qtdAlg;min;max;med
5542;6695;9;0.9259259435865614;0.9791666716337204;0.9450049154276466
4124;6737;7;0.8913043478260869;1.0;0.9521743089039979
6354;8424;6;0.8536231880602629;0.9833333343267441;0.9256617419043746
4124;7722;7;0.8913043478260869;1.0;0.9521743089039979
10361;5426;11;0.960317462682724;1.0;0.9765381581875175
10361;7869;11;0.960317462682724;1.0;0.9765381581875175
8364;8526;11;0.9137931034482759;0.9910714253783227;0.970561115185955
102670;104343;3;0.9421568661928177;0.9435107303517205;0.9426081542457853
2139;3296;5;0.845728451791017;0.9436090247971671;0.8975330620749581
103398;105349;1;0.8041458576917648;0.8041458576917648;0.8041458576917648
100187;100558;1;0.6637700349092484;0.6637700349092484;0.6637700349092484
100054;104310;2;0.7447487264871597;0.8668109689440047;0.8057798477155822
100187;101021;1;0.737638995051384;0.737638995051384;0.737638995051384
104310;105066;1;0.626668855547905;0.626668855547905;0.626668855547905
100187;104842;1;0.8171717077493668;0.8171717077493668;0.8171717077493668
100558;109426;1;0.6612784266471863;0.6612784266471863;0.6612784266471863
101021;109426;1;0.6548794060945511;0.6548794060945511;0.6548794060945511
100187;107620;1;0.7527672052383423;0.7527672052383423;0.7527672052383423
100717;103002;1;0.6665517836809158;0.6665517836809158;0.6665517836809158
101021;103424;1;0.6783234179019928;0.6783234179019928;0.6783234179019928
104099;104533;1;0.7786172479391098;0.7786172479391098;0.7786172479391098
100054;103002;1;0.6951995193958282;0.6951995193958282;0.6951995193958282
101021;105066;1;0.588731437921524;0.588731437921524;0.588731437921524
100856;103002;1;0.796072706580162;0.796072706580162;0.796072706580162
100054;106511;1;0.7310637682676315;0.7310637682676315;0.7310637682676315
100558;3710;1;0.6741596609354019;0.6741596609354019;0.6741596609354019
104117;104533;1;0.72513347864151;0.72513347864151;0.72513347864151
101021;104533;1;0.6526803076267242;0.6526803076267242;0.6526803076267242
102120;107056;1;0.7906746119260788;0.7906746119260788;0.7906746119260788
100717;109426;1;0.7040518075227737;0.7040518075227737;0.7040518075227737
107620;109426;1;0.7291955649852753;0.7291955649852753;0.7291955649852753
101555;103002;1;0.7734771966934204;0.7734771966934204;0.7734771966934204
100521;104099;1;0.6851307302713394;0.6851307302713394;0.6851307302713394
104310;109749;1;0.6793153882026672;0.6793153882026672;0.6793153882026672
105066;106511;1;0.80464968085289;0.80464968085289;0.80464968085289
100558;101555;1;0.6644349843263626;0.6644349843263626;0.6644349843263626
105148;105156;1;0.8309295177459717;0.8309295177459717;0.8309295177459717
100717;104117;1;0.7655511051416397;0.7655511051416397;0.7655511051416397
100187;104099;1;0.6832611709833145;0.6832611709833145;0.6832611709833145
103424;104099;1;0.7708333283662796;0.7708333283662796;0.7708333283662796
103424;104310;1;0.7492177039384842;0.7492177039384842;0.7492177039384842
100558;101021;1;0.6717065572738647;0.6717065572738647;0.6717065572738647
104117;104842;1;0.8341177403926849;0.8341177403926849;0.8341177403926849
103424;104117;1;0.7844358682632446;0.7844358682632446;0.7844358682632446
100187;3710;1;0.7612267732620239;0.7612267732620239;0.7612267732620239
100187;104117;1;0.7762504369020462;0.7762504369020462;0.7762504369020462
104099;109426;1;0.696825385093689;0.696825385093689;0.696825385093689
105066;3710;1;0.6192959100008011;0.6192959100008011;0.6192959100008011
104099;105066;1;0.8223614543676376;0.8223614543676376;0.8223614543676376
104310;107620;1;0.7630008608102798;0.7630008608102798;0.7630008608102798
100054;109426;1;0.7445279657840729;0.7445279657840729;0.7445279657840729
100054;101555;1;0.6848057508468628;0.6848057508468628;0.6848057508468628
103056;104099;1;0.730555534362793;0.730555534362793;0.730555534362793
100521;103002;1;0.7221466451883316;0.7221466451883316;0.7221466451883316
100054;101021;1;0.6375165283679962;0.6375165283679962;0.6375165283679962
103056;109749;1;0.7567669153213501;0.7567669153213501;0.7567669153213501
104099;106511;1;0.8012969046831131;0.8012969046831131;0.8012969046831131
100558;104099;1;0.7396464794874191;0.7396464794874191;0.7396464794874191
100187;108876;1;0.7652322351932526;0.7652322351932526;0.7652322351932526
103424;106511;1;0.7257435321807861;0.7257435321807861;0.7257435321807861
105098;107056;1;0.8852068036794662;0.8852068036794662;0.8852068036794662
103002;105066;1;0.8047599643468857;0.8047599643468857;0.8047599643468857
100558;104117;1;0.6683989018201828;0.6683989018201828;0.6683989018201828
102120;105349;1;0.7797348350286484;0.7797348350286484;0.7797348350286484
102120;103398;1;0.7769764959812164;0.7769764959812164;0.7769764959812164
104500;105148;1;0.7701389044523239;0.7701389044523239;0.7701389044523239
104500;105760;1;0.7545634806156158;0.7545634806156158;0.7545634806156158
108876;109426;1;0.7301768958568573;0.7301768958568573;0.7301768958568573
100717;3710;1;0.7868055403232574;0.7868055403232574;0.7868055403232574
101555;109426;1;0.7522660791873932;0.7522660791873932;0.7522660791873932
100521;100717;1;0.7435457408428192;0.7435457408428192;0.7435457408428192
104310;3710;1;0.7897456735372543;0.7897456735372543;0.7897456735372543
100558;103002;1;0.7028950303792953;0.7028950303792953;0.7028950303792953
100717;101555;1;0.8008771687746048;0.8008771687746048;0.8008771687746048
100054;104099;1;0.6942460238933563;0.6942460238933563;0.6942460238933563
103056;105066;1;0.700770378112793;0.700770378112793;0.700770378112793
104099;3710;1;0.6101190447807312;0.6101190447807312;0.6101190447807312
100856;104842;1;0.7252923995256424;0.7252923995256424;0.7252923995256424
100521;101021;1;0.6960852444171906;0.6960852444171906;0.6960852444171906
104310;108876;1;0.8600743412971497;0.8600743412971497;0.8600743412971497
106511;109749;1;0.7362960278987885;0.7362960278987885;0.7362960278987885
8260;8445;9;0.8660104423761368;0.950372027233243;0.9232619615272343
100187;100856;1;0.7174316644668579;0.7174316644668579;0.7174316644668579
105066;107620;1;0.6958574801683426;0.6958574801683426;0.6958574801683426
103424;3710;1;0.7325892597436905;0.7325892597436905;0.7325892597436905
106511;107620;1;0.6821673512458801;0.6821673512458801;0.6821673512458801
100521;104533;1;0.7057306170463562;0.7057306170463562;0.7057306170463562
104099;109749;1;0.8784461319446564;0.8784461319446564;0.8784461319446564
103002;104842;1;0.807732880115509;0.807732880115509;0.807732880115509
102514;105760;1;0.8245039582252502;0.8245039582252502;0.8245039582252502
103002;109749;1;0.8270669430494308;0.8270669430494308;0.8270669430494308
101555;106511;1;0.6802382171154022;0.6802382171154022;0.6802382171154022
100717;108876;1;0.810343325138092;0.810343325138092;0.810343325138092
101021;106511;1;0.5788299441337585;0.5788299441337585;0.5788299441337585
100856;106511;1;0.7049361765384674;0.7049361765384674;0.7049361765384674
104533;109426;1;0.7640350908041;0.7640350908041;0.7640350908041
100187;103056;1;0.6983065754175186;0.6983065754175186;0.6983065754175186
100521;103424;1;0.7858893573284149;0.7858893573284149;0.7858893573284149
104117;109749;1;0.7465978711843491;0.7465978711843491;0.7465978711843491
100856;107620;1;0.8283890187740326;0.8283890187740326;0.8283890187740326
100054;3710;1;0.6526785492897034;0.6526785492897034;0.6526785492897034
105349;107056;1;0.7621753215789795;0.7621753215789795;0.7621753215789795
101021;109749;1;0.6226990967988968;0.6226990967988968;0.6226990967988968
104842;109426;1;0.7175438404083252;0.7175438404083252;0.7175438404083252
100054;100717;1;0.6533730179071426;0.6533730179071426;0.6533730179071426
106511;3710;1;0.6112114638090134;0.6112114638090134;0.6112114638090134
100717;100856;1;0.7604166716337204;0.7604166716337204;0.7604166716337204
104842;105066;1;0.7457377314567566;0.7457377314567566;0.7457377314567566
100558;104533;1;0.7058816999197006;0.7058816999197006;0.7058816999197006
100054;104842;1;0.6496084034442902;0.6496084034442902;0.6496084034442902
100521;104842;1;0.8140639662742615;0.8140639662742615;0.8140639662742615
109749;3710;1;0.6136021912097931;0.6136021912097931;0.6136021912097931
10293;7599;5;0.8037795573472977;0.948979594877788;0.8677316319868431
100717;103424;1;0.7253472059965134;0.7253472059965134;0.7253472059965134
104099;104117;1;0.7400761544704437;0.7400761544704437;0.7400761544704437
106511;109426;1;0.6262736320495605;0.6262736320495605;0.6262736320495605
103002;109426;1;0.7373851388692856;0.7373851388692856;0.7373851388692856
104533;107620;1;0.8186939656734467;0.8186939656734467;0.8186939656734467
100856;3710;1;0.7528769820928574;0.7528769820928574;0.7528769820928574
100521;101555;1;0.8126750588417053;0.8126750588417053;0.8126750588417053
103056;3710;1;0.7139880955219269;0.7139880955219269;0.7139880955219269
108876;3710;1;0.773665264248848;0.773665264248848;0.773665264248848
103002;104099;1;0.800912544131279;0.800912544131279;0.800912544131279
104533;104842;1;0.7648391872644424;0.7648391872644424;0.7648391872644424
3757;6377;8;0.8545531332492828;0.9519230744668415;0.8977152607668824
104500;105156;1;0.7715277671813965;0.7715277671813965;0.7715277671813965
101555;104310;1;0.8181202709674835;0.8181202709674835;0.8181202709674835
100856;103424;1;0.779513880610466;0.779513880610466;0.779513880610466
105066;108876;1;0.6386662125587463;0.6386662125587463;0.6386662125587463
100187;105066;1;0.6970152705907822;0.6970152705907822;0.6970152705907822
103056;109426;1;0.8075605779886246;0.8075605779886246;0.8075605779886246
100708;105148;1;0.8330107182264328;0.8330107182264328;0.8330107182264328
103002;108876;1;0.7101027518510818;0.7101027518510818;0.7101027518510818
101555;109749;1;0.6962776333093643;0.6962776333093643;0.6962776333093643
102514;104500;1;0.8627365678548813;0.8627365678548813;0.8627365678548813
103056;104842;1;0.6842836290597916;0.6842836290597916;0.6842836290597916
105066;109426;1;0.6643387377262115;0.6643387377262115;0.6643387377262115
100187;104533;1;0.7945166081190109;0.7945166081190109;0.7945166081190109
103056;104117;1;0.6739912629127502;0.6739912629127502;0.6739912629127502
100054;108876;1;0.713958814740181;0.713958814740181;0.713958814740181
100856;104099;1;0.7967171519994736;0.7967171519994736;0.7967171519994736
100856;108876;1;0.7677289843559265;0.7677289843559265;0.7677289843559265
100054;104117;1;0.6236249506473541;0.6236249506473541;0.6236249506473541
100856;104310;2;0.7880807518959045;0.9412840115172523;0.8646823817065784
103056;108876;1;0.7652854919433594;0.7652854919433594;0.7652854919433594
101021;103056;1;0.712797611951828;0.712797611951828;0.712797611951828
103002;104117;1;0.7575868964195251;0.7575868964195251;0.7575868964195251
101021;104117;1;0.7488982081413269;0.7488982081413269;0.7488982081413269
104842;107620;1;0.707939550280571;0.707939550280571;0.707939550280571
100708;105760;1;0.7250180393457413;0.7250180393457413;0.7250180393457413
105156;105760;2;0.8015872985124588;0.9319728038140705;0.8667800511632646
10119;7664;8;0.8753235042095184;0.9713541697710754;0.9449707184286096
104533;108876;1;0.7251101583242416;0.7251101583242416;0.7251101583242416
101021;3710;1;0.842361107468605;0.842361107468605;0.842361107468605
100708;105156;1;0.7723214328289032;0.7723214328289032;0.7723214328289032
101555;104117;1;0.7786253839731216;0.7786253839731216;0.7786253839731216
100856;105066;1;0.7649649530649185;0.7649649530649185;0.7649649530649185
101021;104310;1;0.8180164694786072;0.8180164694786072;0.8180164694786072
100558;107620;1;0.7203962206840515;0.7203962206840515;0.7203962206840515
104533;106511;1;0.7390107959508896;0.7390107959508896;0.7390107959508896
100717;107620;1;0.7426747381687164;0.7426747381687164;0.7426747381687164
109426;3710;1;0.6704678386449814;0.6704678386449814;0.6704678386449814
100856;109426;1;0.7668494284152985;0.7668494284152985;0.7668494284152985
101555;104842;1;0.807936504483223;0.807936504483223;0.807936504483223
100521;104117;1;0.7658450305461884;0.7658450305461884;0.7658450305461884
100717;101021;1;0.7979166805744171;0.7979166805744171;0.7979166805744171
100500;105518;1;0.8227083832025528;0.8227083832025528;0.8227083832025528
103056;106511;1;0.6576013714075089;0.6576013714075089;0.6576013714075089
100521;109749;1;0.6710325181484222;0.6710325181484222;0.6710325181484222
100717;104533;1;0.6800438612699509;0.6800438612699509;0.6800438612699509
100856;101021;1;0.7104828059673309;0.7104828059673309;0.7104828059673309
107620;109749;1;0.7310153692960739;0.7310153692960739;0.7310153692960739
108876;109749;1;0.658062532544136;0.658062532544136;0.658062532544136
103056;104310;1;0.7532702684402466;0.7532702684402466;0.7532702684402466
100187;103002;1;0.7790689021348953;0.7790689021348953;0.7790689021348953
100856;103056;1;0.8526785671710968;0.8526785671710968;0.8526785671710968
103002;106511;1;0.7477881163358688;0.7477881163358688;0.7477881163358688
103002;3710;1;0.7068556696176529;0.7068556696176529;0.7068556696176529
104842;108876;1;0.7703931629657745;0.7703931629657745;0.7703931629657745
103424;109749;1;0.7795874625444412;0.7795874625444412;0.7795874625444412
107620;3710;1;0.7448348551988602;0.7448348551988602;0.7448348551988602
100708;102514;1;0.8100559264421463;0.8100559264421463;0.8100559264421463
101021;104842;1;0.6946759074926376;0.6946759074926376;0.6946759074926376
105066;109749;1;0.8235362023115158;0.8235362023115158;0.8235362023115158
103002;104310;1;0.6949232220649719;0.6949232220649719;0.6949232220649719
101021;108876;1;0.7283263057470322;0.7283263057470322;0.7283263057470322
104310;109426;1;0.7350135892629623;0.7350135892629623;0.7350135892629623
100558;104842;1;0.6886695921421051;0.6886695921421051;0.6886695921421051
103002;107620;1;0.7768985778093338;0.7768985778093338;0.7768985778093338
100558;109749;1;0.7672989219427109;0.7672989219427109;0.7672989219427109
100717;104099;1;0.6339285522699356;0.6339285522699356;0.6339285522699356
100521;100856;1;0.7070874124765396;0.7070874124765396;0.7070874124765396
2004;3710;3;1.0;1.0;1.0
104533;105066;1;0.7744311392307281;0.7744311392307281;0.7744311392307281
101555;103056;1;0.7460526376962662;0.7460526376962662;0.7460526376962662
101555;104099;1;0.6974206417798996;0.6974206417798996;0.6974206417798996
104533;109749;1;0.8078569918870926;0.8078569918870926;0.8078569918870926
104117;109426;1;0.7185379266738892;0.7185379266738892;0.7185379266738892
100717;103056;1;0.7416666597127914;0.7416666597127914;0.7416666597127914
101555;108876;1;0.8698321729898453;0.8698321729898453;0.8698321729898453
100717;109749;1;0.6345086097717285;0.6345086097717285;0.6345086097717285
103056;104533;1;0.7603688836097717;0.7603688836097717;0.7603688836097717
100558;105066;1;0.7294009625911713;0.7294009625911713;0.7294009625911713
100054;100187;1;0.632830411195755;0.632830411195755;0.632830411195755
104099;104842;1;0.7724519670009613;0.7724519670009613;0.7724519670009613
100054;107620;1;0.7362279146909714;0.7362279146909714;0.7362279146909714
104310;104533;1;0.7096057832241058;0.7096057832241058;0.7096057832241058
105148;105760;1;0.7460698932409286;0.7460698932409286;0.7460698932409286
104117;108876;1;0.7160637825727463;0.7160637825727463;0.7160637825727463
100054;105066;1;0.620107963681221;0.620107963681221;0.620107963681221
100054;109749;1;0.7240288108587265;0.7240288108587265;0.7240288108587265
100521;105066;1;0.7040249705314636;0.7040249705314636;0.7040249705314636
100521;107620;1;0.6971844583749771;0.6971844583749771;0.6971844583749771
100717;105066;1;0.6187190860509872;0.6187190860509872;0.6187190860509872
104842;106511;1;0.7186474502086639;0.7186474502086639;0.7186474502086639
100521;103056;1;0.6960784196853638;0.6960784196853638;0.6960784196853638
100187;109426;1;0.6666454523801804;0.6666454523801804;0.6666454523801804
100708;104500;1;0.7963925004005432;0.7963925004005432;0.7963925004005432
100717;106511;1;0.5975372493267059;0.5975372493267059;0.5975372493267059
100521;109426;1;0.6933006644248962;0.6933006644248962;0.6933006644248962
103069;109651;1;0.8053935468196869;0.8053935468196869;0.8053935468196869
100558;103424;1;0.7077643573284149;0.7077643573284149;0.7077643573284149
109426;109749;1;0.7254803627729416;0.7254803627729416;0.7254803627729416
100558;108876;1;0.6786063611507416;0.6786063611507416;0.6786063611507416
104310;104842;1;0.7637077420949936;0.7637077420949936;0.7637077420949936
104117;105066;1;0.7108636945486069;0.7108636945486069;0.7108636945486069
104842;3710;1;0.7180555611848831;0.7180555611848831;0.7180555611848831
107620;108876;1;0.7653649598360062;0.7653649598360062;0.7653649598360062
105098;105349;1;0.7903409004211426;0.7903409004211426;0.7903409004211426
100856;101555;1;0.7727521806955338;0.7727521806955338;0.7727521806955338
104117;3710;1;0.7253117114305496;0.7253117114305496;0.7253117114305496
100187;106511;1;0.7045711874961853;0.7045711874961853;0.7045711874961853
103056;107620;1;0.8122599869966507;0.8122599869966507;0.8122599869966507
100187;100521;1;0.7485230416059494;0.7485230416059494;0.7485230416059494
100521;100558;1;0.6181372702121735;0.6181372702121735;0.6181372702121735
100187;103424;1;0.7745655030012131;0.7745655030012131;0.7745655030012131
101021;101555;1;0.742147907614708;0.742147907614708;0.742147907614708
100521;108876;1;0.7449473291635513;0.7449473291635513;0.7449473291635513
100558;103056;1;0.7604405283927917;0.7604405283927917;0.7604405283927917
100558;104310;1;0.7055280804634094;0.7055280804634094;0.7055280804634094
100521;104310;1;0.7695342004299164;0.7695342004299164;0.7695342004299164
104533;3710;1;0.7072733938694;0.7072733938694;0.7072733938694
101021;104099;1;0.6229497492313385;0.6229497492313385;0.6229497492313385
103424;104533;1;0.8108134865760803;0.8108134865760803;0.8108134865760803
102514;105148;1;0.808600440621376;0.808600440621376;0.808600440621376
103424;104842;1;0.8616045266389847;0.8616045266389847;0.8616045266389847
100187;104310;1;0.7787931561470032;0.7787931561470032;0.7787931561470032
103424;108876;1;0.7645029723644257;0.7645029723644257;0.7645029723644257
100558;100717;1;0.6842320412397385;0.6842320412397385;0.6842320412397385
100717;104842;1;0.7111111134290695;0.7111111134290695;0.7111111134290695
100521;3710;1;0.7140143513679504;0.7140143513679504;0.7140143513679504
100856;104117;1;0.6976361274719238;0.6976361274719238;0.6976361274719238
103002;104533;1;0.8665718883275986;0.8665718883275986;0.8665718883275986
100054;100856;2;0.7812139242887497;0.8456491061619351;0.8134315152253424
100558;106511;1;0.7626894563436508;0.7626894563436508;0.7626894563436508
101555;3710;1;0.789483368396759;0.789483368396759;0.789483368396759
102120;105098;1;0.8263888955116272;0.8263888955116272;0.8263888955116272
103002;103424;1;0.8360092788934708;0.8360092788934708;0.8360092788934708
103424;109426;1;0.794394850730896;0.794394850730896;0.794394850730896
100521;106511;1;0.6848549842834473;0.6848549842834473;0.6848549842834473
102514;105156;1;0.7923611104488373;0.7923611104488373;0.7923611104488373
103424;105066;1;0.7562181204557419;0.7562181204557419;0.7562181204557419
6992;7802;7;0.8958333432674408;0.9432291723787786;0.9154725581114461
104099;108876;1;0.635072723031044;0.635072723031044;0.635072723031044
104099;107620;1;0.7054531425237656;0.7054531425237656;0.7054531425237656
10320;7581;6;0.8903632462024689;0.9466666728258133;0.9258229282779107
100054;100521;1;0.5446078330278397;0.5446078330278397;0.5446078330278397
100856;104533;1;0.8110267668962479;0.8110267668962479;0.8110267668962479
104117;104310;1;0.7635406106710434;0.7635406106710434;0.7635406106710434
100856;109749;1;0.8172637820243835;0.8172637820243835;0.8172637820243835
100054;104533;1;0.7006346136331558;0.7006346136331558;0.7006346136331558
104117;107620;1;0.6545329689979553;0.6545329689979553;0.6545329689979553
100054;103424;1;0.6979166716337204;0.6979166716337204;0.6979166716337204
100187;109749;1;0.6932102888822556;0.6932102888822556;0.6932102888822556
106511;108876;1;0.6139345020055771;0.6139345020055771;0.6139345020055771
104842;109749;1;0.7555247098207474;0.7555247098207474;0.7555247098207474
103002;103056;1;0.7721225917339325;0.7721225917339325;0.7721225917339325
100054;100558;1;0.7788929343223572;0.7788929343223572;0.7788929343223572
101555;104533;1;0.7861025184392929;0.7861025184392929;0.7861025184392929
103398;105098;1;0.8940972238779068;0.8940972238779068;0.8940972238779068
103056;103424;1;0.7552083283662796;0.7552083283662796;0.7552083283662796
103424;107620;1;0.775897666811943;0.775897666811943;0.775897666811943
101021;103002;1;0.6404204964637756;0.6404204964637756;0.6404204964637756
101555;107620;1;0.7635491639375687;0.7635491639375687;0.7635491639375687
104099;104310;1;0.6566754579544067;0.6566754579544067;0.6566754579544067
104117;106511;1;0.6533292084932327;0.6533292084932327;0.6533292084932327
100187;100717;1;0.761059120297432;0.761059120297432;0.761059120297432
100187;101555;1;0.824366569519043;0.824366569519043;0.824366569519043
100446;103815;1;0.8082079142332077;0.8082079142332077;0.8082079142332077
101555;105066;1;0.6966027617454529;0.6966027617454529;0.6966027617454529
101555;103424;1;0.8315476179122925;0.8315476179122925;0.8315476179122925
104310;106511;1;0.6097848117351532;0.6097848117351532;0.6097848117351532
101021;107620;1;0.7219448685646057;0.7219448685646057;0.7219448685646057
1858;9637;2;1.0;1.0;1.0
2187;2418;2;1.0;1.0;1.0
6756;8537;9;0.9441269569926791;0.9821428507566452;0.9614029948320879
2317;4988;9;0.9000000059604645;0.9636363610625267;0.9377232002183372
6944;7731;8;0.9000000059604645;0.9608630985021591;0.9370117918340768
4145;4886;10;0.9590290657111576;1.0;0.9907713208842642
109296;109299;6;0.8984327713648478;0.9250301122665405;0.9140334615960789
1884;9542;5;0.9297839535607232;0.9605034738779069;0.9460023338524041
7731;9868;8;0.7559083104133606;0.9142857193946838;0.8316863782238215
7192;7778;8;0.9137931034482759;1.0;0.9892241379310345
7542;8823;6;0.8907987864121147;1.0;0.9391687317108369
103170;103181;1;0.7958333343267441;0.7958333343267441;0.7958333343267441
101107;109637;1;0.7064990997314453;0.7064990997314453;0.7064990997314453
6620;8349;1;0.8814285844564438;0.8814285844564438;0.8814285844564438
106582;107811;1;0.7239583283662796;0.7239583283662796;0.7239583283662796
10578;109189;1;0.7969907373189926;0.7969907373189926;0.7969907373189926
100785;103170;1;0.7458333373069763;0.7458333373069763;0.7458333373069763
107340;107990;1;0.8076923042535782;0.8076923042535782;0.8076923042535782
103181;106212;1;0.7180555462837219;0.7180555462837219;0.7180555462837219
