abordagem;etapa;algoritmosUtilizados;permutacao;iteracao;inspecoesManuais;precision;recall;f-measure;da;dm;ndm;tp;fp;tn;fn
AS;only;23;1;0;0;0.8766149870801033;0.6101618705035972;0.7195121951219513;1548;0;0;1357;191;5998689;867
AS;only;23;1;1;3477;0.9240437158469945;0.760341726618705;0.8342377898371979;859;971;2506;1691;139;5998741;533
AS;only;23;1;2;3477;0.9240437158469945;0.760341726618705;0.8342377898371979;859;971;2506;1691;139;5998741;533
AS;only;23;1;3;3630;0.9679450486548369;0.760341726618705;0.8516746411483253;706;1041;2589;1691;56;5998824;533
AS;only;23;1;4;3985;0.9960091220068416;0.7855215827338129;0.8783308195072901;418;1336;2649;1747;7;5998873;477
AS;only;23;1;5;4247;0.9960249858035207;0.7886690647482014;0.8803011292346298;418;1343;2904;1754;7;5998873;470
AS;only;23;1;6;4254;0.9960249858035207;0.7886690647482014;0.8803011292346298;418;1343;2911;1754;7;5998873;470
AS;only;23;1;7;4307;0.9960850111856824;0.8008093525179856;0.8878364905284146;418;1370;2937;1781;7;5998873;443
AS;only;23;1;8;4594;0.9977616116396195;0.8017086330935251;0.8890550984791822;199;1588;3006;1783;4;5998876;441
AS;only;23;1;9;4626;0.9977616116396195;0.8017086330935251;0.8890550984791822;199;1588;3038;1783;4;5998876;441
AS;only;23;1;10;4708;0.9977616116396195;0.8017086330935251;0.8890550984791822;127;1660;3048;1783;4;5998876;441
AS;only;23;1;11;5042;0.9979746835443037;0.8862410071942446;0.938794951178852;127;1848;3194;1971;4;5998876;253
AS;only;23;1;12;8031;0.9981033665244191;0.9464928057553957;0.9716132010154628;127;1982;6049;2105;4;5998876;119
AS;only;23;1;13;8651;0.9981033665244191;0.9464928057553957;0.9716132010154628;127;1982;6669;2105;4;5998876;119
AS;only;23;1;14;9023;0.9981033665244191;0.9464928057553957;0.9716132010154628;127;1982;7041;2105;4;5998876;119
AS;only;23;1;15;9023;0.9981033665244191;0.9464928057553957;0.9716132010154628;127;1982;7041;2105;4;5998876;119
AS;only;23;1;16;9023;0.9981033665244191;0.9464928057553957;0.9716132010154628;127;1982;7041;2105;4;5998876;119
AS;only;23;1;17;9023;0.9981033665244191;0.9464928057553957;0.9716132010154628;127;1982;7041;2105;4;5998876;119
AS;only;23;1;18;9053;0.9981033665244191;0.9464928057553957;0.9716132010154628;107;2002;7051;2105;4;5998876;119
AS;only;23;1;19;9078;0.9981033665244191;0.9464928057553957;0.9716132010154628;107;2002;7076;2105;4;5998876;119
AS;only;23;1;20;9078;0.9981033665244191;0.9464928057553957;0.9716132010154628;107;2002;7076;2105;4;5998876;119
AS;only;23;1;21;10001;0.9981941309255079;0.9941546762589928;0.9961703086280693;107;2108;7893;2211;4;5998876;13
AS;only;23;1;22;10001;0.9981941309255079;0.9941546762589928;0.9961703086280693;107;2108;7893;2211;4;5998876;13
