5542;6695
6756;8537
6413;7975
3395;5122
10230;7653
6382;7920
7344;8291
3134;6210
8364;8526
5204;7514
7920;8494
7515;7769
3757;6377
7540;8823
6944;7731
11531;3134
8260;8445
2139;3296
2317;4988
10312;9807
10785;10833
7192;7778
6354;8424
5025;9863
7653;7852
7653;8029
109053;109245
4441;8151
10000;8664
106803;107918
6802;7794
11423;11538
7525;8995
4124;6737
109296;109299
2771;5458
10383;7653
10119;7664
10361;7869
105016;107434
6314;8464
109532;109725
4124;7722
4184;6950
4145;4886
7731;9868
3670;7769
11006;11008
11455;5289
6811;7429
10361;5426
4108;7977
3670;8151
5780;5782
10320;7581
7794;9063
11531;6210
7794;8890
103350;104042
4441;7769
7515;8151
5360;8430
7094;9189
8370;9876
6562;8870
6858;7653
2026;4601
2890;2891
4179;4732
6922;9161
6992;7802
4179;4911
3792;8891
2823;4684
7769;8151
1838;7934
7898;8422
109608;109714
103832;109732
2366;2367
100810;105094
1884;9542
4563;5122
5574;7562
1818;7075
101462;104145
6761;7869
3395;4563
4490;7121
101462;109714
5776;9008
101515;101521
8630;8805
104145;109608
5185;7072
4709;4710
4358;6398
7542;8823
4588;4774
5371;5959
102349;103832
104145;109714
10293;7599
104789;105642
7540;7542
105723;107973
6506;6952
8301;9114
4676;8097
8274;8630
5426;6761
101462;109608
10361;6761
102349;109732
5830;8888
109495;109674
6798;9068
4384;5657
7201;8536
101992;106910
