10320;7581;0.9333333373069763
4441;7769;1.0
3670;7769;0.9347826242446899
5204;7514;1.0
7344;8291;0.9161184132099152
10361;5426;1.0
6382;7920;0.9375
4108;7977;1.0
2771;5458;0.9791666567325592
4441;8151;0.9029720276594162
3757;6377;0.9000000059604645
6354;8424;0.9666666686534882
11455;5289;0.8642534017562866
7192;7778;1.0
10312;9807;1.0
2890;2891;1.0
7794;9063;0.888293668627739
2139;3296;0.9166666567325592
5360;8430;0.9230769276618958
103350;104042;0.9210526347160339
7794;8890;0.9299242496490479
109053;109245;1.0
5780;5782;1.0
2317;4988;0.9000000059604645
8260;8445;0.90625
10361;7869;1.0
10119;7664;0.9375
6811;7429;0.95652174949646
7731;9868;0.9000000059604645
7515;8151;0.9029720276594162
109296;109299;0.9245283007621765
106803;107918;1.0
6802;7794;0.888293668627739
7540;8823;0.8745819330215454
7094;9189;1.0
5025;9863;0.8791666626930237
3395;5122;1.0
11423;11538;0.9799999892711639
4184;6950;0.888888880610466
5542;6695;0.9583333432674408
6944;7731;0.9000000059604645
6413;7975;1.0
4124;6737;1.0
3670;8151;0.8513986021280289
2026;4601;1.0
7653;7852;0.9316239356994629
8370;9876;0.9666666686534882
7515;7769;1.0
6314;8464;0.9193363785743713
105016;107434;1.0
6858;7653;0.8576923310756683
4145;4886;1.0
6562;8870;1.0
11531;6210;1.0
4124;7722;1.0
10000;8664;0.9131944477558136
6756;8537;0.9642857015132904
11531;3134;1.0
10383;7653;0.9316239356994629
8364;8526;0.9642857015132904
11006;11008;1.0
10230;7653;0.8715811967849731
7525;8995;0.8812499940395355
7653;8029;0.9316239356994629
109532;109725;0.9444444477558136
3134;6210;1.0
7920;8494;0.9152778089046478
10785;10833;0.949999988079071
11531;6210;1.0
10785;10833;0.9749999940395355
6354;8424;0.9833333343267441
10312;9807;1.0
10361;7869;1.0
6756;8537;0.9821428507566452
5780;5782;1.0
103350;104042;0.9396929889917374
6382;7920;0.9375
5204;7514;1.0
10119;7664;0.9449404776096344
109053;109245;1.0
10320;7581;0.9466666728258133
3134;6210;1.0
11531;3134;1.0
109532;109725;0.9472222179174423
7731;9868;0.9142857193946838
4108;7977;1.0
4179;4732;0.922222226858139
3670;7769;0.936141312122345
5542;6695;0.9791666716337204
6992;7802;0.9333333373069763
7794;8890;0.9299242496490479
10361;5426;1.0
7794;9063;0.916071429848671
2823;4684;0.9090557247400284
3792;8891;0.8938405811786652
6562;8870;1.0
2026;4601;1.0
6811;7429;0.97826087474823
105016;107434;1.0
2890;2891;1.0
4179;4911;0.922222226858139
106803;107918;1.0
6802;7794;0.916071429848671
11423;11538;0.989999994635582
109296;109299;0.9250301122665405
4124;6737;1.0
8364;8526;0.9821428507566452
6413;7975;1.0
2317;4988;0.9272727221250534
6944;7731;0.9321428537368774
7653;7852;0.9444444477558136
6858;7653;0.9111111164093018
8370;9876;0.9833333343267441
7094;9189;1.0
4124;7722;1.0
5360;8430;0.9501748234033585
3395;5122;1.0
11006;11008;1.0
4441;7769;1.0
10230;7653;0.9111111164093018
6922;9161;0.9045454561710358
7653;8029;0.9444444477558136
2771;5458;0.9895833283662796
10383;7653;0.9444444477558136
7515;7769;1.0
7192;7778;1.0
7920;8494;0.9375
4145;4886;1.0
6811;7429;0.9486452548400217
102349;103832;0.6991925433925961
10000;8664;0.9396135288736095
6756;8537;0.9614906647930975
11455;5289;0.9055675838304602
10361;5426;0.980676329654196
11006;11008;0.8405797131683516
5185;7072;0.8260869565217391
10320;7581;0.9170048444167429
102349;109732;0.8278260852979578
6922;9161;0.9335968390755032
5426;6761;0.8608695579611737
2317;4988;0.9494071110435154
10312;9807;0.8774154613847318
10230;7653;0.8765700589055601
6562;8870;0.9528985438139542
7515;7769;0.9227053186167842
