4975;5889
7008;8831
7852;8029
6858;7852
6858;8029
8224;8754
4732;4911
6948;7365
6339;7517
7350;8473
7288;7483
10938;11125
4297;4306
6925;6926
4291;4905
6722;7707
6719;8453
7606;8538
7671;8759
6382;8494
6802;9063
9333;9450
9348;9485
8368;9076
6771;8507
8609;9130
7346;7719
4851;7708
102361;103634
7123;9038
6272;7460
7604;7980
8043;8234
11150;8901
9421;9489
9327;9412
7061;7469
5921;8423
5988;8859
8311;8312
8344;9229
2781;9669
8114;8659
3539;4190
8668;8843
3529;4114
6316;7311
7363;8118
9614;9678
2406;7291
4292;8795
3678;4266
8919;9083
10253;10368
8274;8805
9713;9738
7134;9695
4178;7199
6663;6665
4613;6116
8778;9060
7918;9172
3931;5754
6737;7722
7404;7405
2957;3106
9588;9811
2252;4733
