abordagem;etapa;algoritmosUtilizados;permutacao;iteracao;inspecoesManuais;precision;recall;f-measure;da;dm;ndm;tp;fp;tn;fn
AS;only;20;1;1;47;0.9832402234636871;0.5886287625418061;0.7364016736401674;137;42;5;176;3;47652901;123
AS;only;20;1;2;60;0.9835164835164835;0.5986622073578596;0.7442827442827443;137;45;15;179;3;47652901;120
AS;only;20;1;3;74;0.9846153846153847;0.6421404682274248;0.7773279352226722;137;58;16;192;3;47652901;107
AS;only;20;1;4;359;0.9851485148514851;0.6655518394648829;0.7944111776447106;136;66;293;199;3;47652901;100
AS;only;20;1;5;363;0.9851485148514851;0.6655518394648829;0.7944111776447106;132;70;293;199;3;47652901;100
AS;only;20;1;6;363;0.9851485148514851;0.6655518394648829;0.7944111776447106;132;70;293;199;3;47652901;100
AS;only;20;1;7;371;0.9856459330143541;0.6889632107023411;0.8110236220472441;132;77;294;206;3;47652901;93
AS;only;20;1;8;549;0.9878542510121457;0.8160535117056856;0.8937728937728938;129;118;431;244;3;47652901;55
AS;only;20;1;9;549;0.9878542510121457;0.8160535117056856;0.8937728937728938;129;118;431;244;3;47652901;55
AS;only;20;1;10;567;0.9884615384615385;0.8595317725752508;0.9194991055456171;129;131;436;257;3;47652901;42
AS;only;20;1;11;567;0.9884615384615385;0.8595317725752508;0.9194991055456171;129;131;436;257;3;47652901;42
AS;only;20;1;12;626;0.9961240310077519;0.8595317725752508;0.9228007181328546;70;188;438;257;1;47652903;42
AS;only;20;1;13;967;0.9962121212121212;0.8795986622073578;0.9342806394316163;70;194;773;263;1;47652903;36
AS;only;20;1;14;992;0.9962121212121212;0.8795986622073578;0.9342806394316163;70;194;798;263;1;47652903;36
AS;only;20;1;15;1005;0.9962264150943396;0.882943143812709;0.9361702127659574;70;195;810;264;1;47652903;35
AS;only;20;1;16;1005;0.9962264150943396;0.882943143812709;0.9361702127659574;70;195;810;264;1;47652903;35
AS;only;20;1;17;1063;1.0;0.8862876254180602;0.9397163120567376;58;207;856;265;0;47652904;34
AS;only;20;1;18;1083;1.0;0.8896321070234113;0.9415929203539823;57;209;874;266;0;47652904;33
AS;only;20;1;19;1101;1.0;0.8896321070234113;0.9415929203539823;39;227;874;266;0;47652904;33
