2427;8640
2957;3106
3670;4441
4178;8683
4384;5657
4843;8794
5371;5959
5477;8368
5477;9076
5542;6695
5574;7562
5577;8990
5731;8779
5776;9008
5912;8949
5921;8423
5988;8859
6102;9115
6272;7460
6314;8464
6316;7311
6339;7517
6382;7920
6382;8494
6547;6741
2807;7064
3096;3123
3670;8151
4179;4911
4851;7708
6162;10449
6210;11531
6246;10301
6272;8578
6354;8424
6358;9694
6374;9777
6413;7975
6423;7428
6506;6952
6562;8870
6568;9557
6620;7622
6620;8349
6663;6665
6719;8453
6722;7707
6737;7722
6740;9193
6756;8537
6761;10361
6761;7869
6771;8507
6788;7563
6798;9068
6802;7794
6802;8890
6802;9063
6811;7429
6858;10230
6858;10383
6858;7653
6858;7852
6858;8029
6919;8060
6922;9161
6925;6926
6944;7731
6944;9868
6948;7365
6992;7802
7008;8831
1858;9637
2004;3710
2187;2418
