1858;9637
2004;3710
2187;2418
2188;8063
2252;4733
2366;2367
2406;7291
2440;5443
2571;9019
2577;2581
2619;6174
2781;9669
2813;3155
2823;4684
3086;3215
3159;9969
3192;7923
3356;6955
3383;6969
3475;8592
3529;4114
3539;4190
3670;7515
3678;4266
3678;6690
3722;6719
3722;8453
3792;8891
3931;5754
4108;7977
4178;7199
4179;4732
4184;6950
4266;6690
4291;4905
4292;8795
4297;4306
4297;8636
4306;8636
4348;7170
4395;8725
4419;7644
4441;7515
4441;8151
4481;6716
4508;9662
4586;7633
4613;6116
4676;5746
4732;4911
4895;9209
4975;5889
5025;9863
5185;7072
5238;8297
5324;7847
5360;8430
5394;5418
5426;7869
